지역구,어린이집명,주소
광진구,현대아이자람어린이집,"서울특별시 광진구 광나루로56길 32 207동 105호(구의동, 구의현대2단지아파트)"
강북구,새봄어린이집,서울특별시 강북구 한천로150길 35-3
동작구,피터팬어린이집,서울특별시 동작구 만양로 26 건영아파트 상가 304호
노원구,프라임어린이집,"서울특별시 노원구 마들로 127 35동 102호(월계동, 삼호)"
서대문구,꿈동산몬테소리어린이집,서울 서대문구 연희2동 81-1호
관악구,나무바다어린이집,"서울특별시 관악구 은천로 86 207동 102호(봉천동, 두산아파트)  [은천동]"
동대문구,혜빛어린이집,서울특별시 동대문구 사가정로9길 18-1 (전농동)
노원구,산이랑어린이집,"서울특별시 노원구 노원로 532 921동 101호(상계동, 상계주공9차)"
노원구,리라어린이집,"서울특별시 노원구 동일로213길 21 122동 112호(상계동, 상계주공1차)"
구로구,미피친구어린이집,서울특별시 구로구 구로동로22길 65 (구로동)
양천구,깨모어린이집,"서울특별시 양천구 신정로13길 50 101동 106호(신월동, 벽산블루밍1단지)"
마포구,꿈동산어린이집,서울 마포구 아현1동 62-2 꿈동산어린이집
강남구,강남사임당어린이집,서울특별시 강남구 언주로 420 역삼자이아파트 관리동
구로구,영일초등학교방과후교실,서울 구로구 가리봉2동 영일길23
노원구,호호어린이집,서울특별시 노원구 석계로 49 현대아파트 단지내
강서구,로뎀어린이집,서울특별시 강서구 양천로24길 31 로뎀어린이집 (방화동)
은평구,열린어린이집,서울특별시 은평구 연서로26길 18 (대조동)
은평구,톰소여 어린이집,서울특별시 은평구 갈현로47길 12 (갈현동)
영등포구,사랑채움어린이집,"서울특별시 영등포구 선유로 207 601동 102호(양평동3가, 현대6차아파트)"
서대문구,현대키즈어린이집,"서울특별시 서대문구 통일로34길 35 106동 104호(홍제동, 홍제원현대아파트)"
강남구,일원사임당어린이집,서울특별시 강남구 개포로 648 동형빌딩101호 (일원동)
광진구,평화어린이집,서울특별시 광진구 자양로50길 18 (구의동)
광진구,피노키오어린이집,서울특별시 광진구 자양로15길 62 (자양동)
강북구,삼성어린이집,"서울특별시 강북구 한천로159길 8 관리동(수유동, 삼성아파트)"
노원구,새싹꿈터어린이집,"서울특별시 노원구 석계로 49 109동 101호(월계동, 현대)"
강서구,키즈빌어린이집,서울특별시 강서구 강서로54길 94 (등촌동)
노원구,나무어린이집,서울특별시 노원구 공릉로46길 19 관리동1층나무어린이집
동작구,노들어린이집,서울특별시 동작구 만양로2길 76 현대씨티빌 102호 (상도동)
성동구,중앙 어린이집,서울특별시 성동구 난계로 13 (금호동1가)
금천구,엔젤어린이집,서울특별시 금천구 문성로1길 7 (독산동)
중랑구,예쁜둥지어린이집,서울특별시 중랑구 동일로152길 45-5 (묵동)
관악구,성호놀이방,서울 관악구 남현동 1085-17 솔본아파트 101호
노원구,청구어린이집,서울특별시 노원구 동일로207길 186 (하계2동 학여울청구아파트 117동앞)
송파구,진일어린이집,서울 송파구 삼전동 114-5 진일어린이집
동대문구,빛초롱어린이집,서울특별시 동대문구 사가정로 168 SK아파트 제2관리소 단지동 (전농동)
노원구,아침햇살어린이집,"서울특별시 노원구 중계로 230 506동 102호(중계동, 주공5단지아파트)"
동대문구,조은어린이집,서울특별시 동대문구 답십리로56길 21-1 두산아파트단지내 조은어린이집
관악구,큐티아기스쿨어린이집,"서울특별시 관악구 호암로 399 303동103호(신림동,삼성산주공아파트)   [삼성동]"
노원구,아이조아어린이집,"서울특별시 노원구 동일로245가길 41 203동 103호(상계동, 은빛2단지아파트)"
양천구,조은어린이집,"서울특별시 양천구 신정로14길 6 103동 102호(신정동, 학마을아파트)"
동대문구,솜송이어린이집,서울특별시 동대문구 이문로16길 37 (이문동)
중구,한솔어린이집,서울특별시 중구 다산로 32 남산타운 단지내  한솔어린이집
구로구,구일방과후교실,서울 구로구 구로1동 685-219
서대문구,숙명어린이집,서울특별시 서대문구 세무서2길 62 1층 숙명어린이집
성동구,리화어린이집,서울 성동구 옥수1동 535-12
노원구,두산영재어린이집,서울특별시 노원구 공릉로 126 (공릉2동 두산힐스빌아파트 단지내)
강북구,솔로몬소망어린이집,서울특별시 강북구 삼양로 324 (수유동)
구로구,지암방과후교실,서울 구로구 개봉3동 354-6
동대문구,동대문구청직장어린이집,서울특별시 동대문구 고산자로28길 13 (용두동)
송파구,새싹어린이집,서울특별시 송파구 양산로8길 4 거여1단지 @ 관리동1층
금천구,천사어린이집,서울 금천구 가산동 142-30호
서대문구,세브란스어린이집,서울특별시 서대문구 연대동문길 41 세브란스 어린이집
성동구,광개토어린이집,서울특별시 성동구 성수동2가 둘레21길 15 (성수동2가)
강남구,서머힐 어린이집,서울 강남구 도곡1동 967번지 경남(아) 102-102
성동구,우리두리 어린이집,서울특별시 성동구 성수동2가 둘레15길 20-17 서울특별시 성동구 성수2가1동 582-1
영등포구,한나어린이집,서울특별시 영등포구 신풍로23길 13-1
노원구,순복음어린이집,서울특별시 노원구 노원로 440 순복음노원교회  본관 (상계동)
서초구,선우어린이집,서울특별시 서초구 방배로15길 26 1층 (방배동)
서초구,수표교어린이집,서울특별시 서초구 명달로 52 (서초동)
은평구,불광꿈나무어린이집,서울특별시 은평구 연서로34가길 6-18
도봉구,꿈나무베베어린이집,서울 도봉구 창2동 585-77
마포구,금호어린이집,"서울특별시 마포구 서강로9길 17 103동 104호(창전동, 신촌금호아파트)"
강북구,무지개유아스쿨어린이집,서울특별시 강북구 숭인로7길 28 (미아동)
구로구,한진또래어린이집,서울특별시 구로구 개봉로1나길 58 (개봉동)
마포구,하늘놀이방,서울 마포구 망원2동 433-9미원2차@111호
양천구,하늘어린이집,서울특별시 양천구 곰달래로10길 15-4
구로구,동화나라어린이집,"서울특별시 구로구 새말로 93 111동 102호(구로동, 신도림태영타운아파트)"
중랑구,주바라기놀이방,서울 중랑구 망우1동 365-19
도봉구,파미유어린이집,서울특별시 도봉구 시루봉로27가길 11-3
양천구,새새싹어린이집,서울특별시 양천구 중앙로32길 17 (신정동)
금천구,새동산어린이집,서울특별시 금천구 독산로2길 6 (시흥동)
구로구,햇살가득어린이집,"서울특별시 구로구 신도림로 78 302동 102호(신도림동, 신도림3차동아아파트)"
구로구,섬기는어린이집,서울특별시 구로구 우마1다길 25 구립 섬기는 어린이집
송파구,행복어린이집,"서울특별시 송파구 올림픽로47길 12 103동 104호(풍납동, 쌍용아파트)"
광진구,어린이나라어린이집,서울특별시 광진구 자양로26길 9 (구의동)
서대문구,한마음어린이집,서울특별시 서대문구 가좌로 100-8
동작구,엔젤스어린이집,서울특별시 동작구 상도로41라길 27 (상도동)
송파구,솔이어린이집,서울특별시 송파구 양산로2길 44 거여아파트3단지내
강서구,새자연어린이집,서울특별시 강서구 방화대로47가길 22 삼익아파트 내 유치원동 (방화동)
성북구,둥지,서울특별시 성북구 월곡로18나길 7 도일빌라 102호 (하월곡동)
동대문구,꿈쟁이어린이집,"서울특별시 동대문구 한천로58길 47 102동 102호(이문동, 쌍용아파트)"
노원구,솔바람어린이집,"서울특별시 노원구 노원로 428 209동 104호(상계동, 상계중앙하이츠2차)"
성북구,청아어린이집,"서울특별시 성북구 보국문로30길 15 대우아파트 102동 103, 104호 (정릉동)"
강서구,강산어린이집,서울특별시 강서구 강서로18나길 22 광산그린빌101호 (화곡동)
노원구,베베슐레어린이집,"서울특별시 노원구 동일로228길 23 1408동 101호(상계동, 주공아파트)"
마포구,숲속나라어린이집,서울 마포구 망원1동 405-58
광진구,예지원어린이집,서울특별시 광진구 답십리로82길 5 (중곡동)
동대문구,행복나라어린이집,"서울특별시 동대문구 한천로58길 47 106동 102호(이문동, 쌍용아파트)"
동작구,대림어린이집,서울특별시 동작구 만양로 19 신동아리버파크아파트 단지내
노원구,대림어린이집,서울특별시 노원구 상계로 193-14 (상계대림아파트 관리동 1층)
은평구,키큰어린이집,서울특별시 은평구 통일로 796 북한산힐스테이트7차아파트 106동 102호(불광동)
노원구,현대아이들세상어린이집,"서울특별시 노원구 석계로 49 105동 102호(월계동, 현대아파트)"
강서구,몬테소리동화나라어린이집,"서울특별시 강서구 방화대로 319 101동 102호(방화동, 길성아파트)"
중랑구,디즈니프리스쿨어린이집,"서울특별시 중랑구 신내로19길 42 608동 106호(신내동, 신내대주아파트)"
도봉구,도담Eng어린이집,"서울특별시 도봉구 해등로 242-11 105동 104호(쌍문동, 성원아파트)"
도봉구,즐거운어린이집,"서울특별시 도봉구 덕릉로 371 101동 103호(창동, 대우그린아파트)"
서대문구,성결어린이집,서울 서대문구 충정로3가 35
양천구,살레시오특수방과후 어린이집,서울특별시 양천구 남부순환로54길 37 (신월동)
영등포구,해나라어린이집,서울특별시 영등포구 대림로7나길 1 서울시 영등포구 대림로 7나길 1
동대문구,솔솔어린이집,서울특별시 동대문구 장안벚꽃로5길 19 휘경현대베스트빌 관리동 2층 (휘경동)
노원구,꿀벌아이어린이집,"서울특별시 노원구 노원로 564 1013동 111호(상계동, 상계주공10차)"
구로구,아이나라어린이집,"서울특별시 구로구 새말로 93 107동 105호(구로동, 신도림태영타운아파트)"
노원구,해뜨는무지개어린이집,"서울특별시 노원구 한글비석로8길 41 603동 105호(중계동, 주공6단지아파트)"
용산구,반석어린이집,서울특별시 용산구 효창원로 178 (청파동3가)
노원구,동광어린이집,서울특별시 노원구 덕릉로 623-1
성동구,뽀뽀뽀어린이집,서울특별시 성동구 성덕정길 45 (성수동1가)
광진구,라온어린이집,서울특별시 광진구 아차산로63길 27 (구의동)
동작구,오렌지어린이집,서울특별시 동작구 사당로27길 31 (사당동)
양천구,구립 산들어린이집,서울특별시 양천구 신정중앙로2길 10-13 ()
강서구,가양4종합사회복지관방과후교실어린이집,서울특별시 강서구 양천로57길 37 가양4종합사회복지관 내 어린이집
중랑구,한터어린이집,서울특별시 중랑구 면목로56가길 21 (면목동)
양천구,꿈동이어린이집,"서울특별시 양천구 신정로 260 401동 101호(신정동, 신트리아파트)"
중랑구,해오름어린이집,서울특별시 중랑구 면목로65길 13 (면목동)
강서구,행복한 아이들 어린이집,서울특별시 강서구 까치산로 145 (화곡동)
금천구,창조예능어린이집,서울특별시 금천구 독산로64다길 23 (독산동)
노원구,우리아이어린이집,"서울특별시 노원구 마들로3길 37 402동 109호(월계동, 성원아파트)"
노원구,월계아장아장어린이집,"서울특별시 노원구 광운로2나길 30 1동 107호(월계동, 동신아파트)"
강동구,하늘빛어린이집,"서울특별시 강동구 상일로11길 95 517동 105호(상일동, 고덕주공5차아파트)"
동대문구,유마어린이집,서울특별시 동대문구 제기로31길 10-3 (청량사내) (청량리동)
동작구,꿈동산 어린이집,서울특별시 동작구 양녕로22가길 39 (상도동)
송파구,병아리어린이집,서울특별시 송파구 삼전로10길 40 1층 201호
구로구,한양어린이집,서울 구로구 개봉2동 326-11
구로구,예나어린이집,서울특별시 구로구 경인로47다길 42 (고척동)
용산구,꿈밭어린이집,서울특별시 용산구 이촌로81길 34 꿈밭어린이집
은평구,새봄어린이집,서울 은평구 응암2동 427-26 새봄어린이집
동작구,앙팡어린이집,서울특별시 동작구 상도로13가길 3 (상도동)
강서구,소담어린이집,서울특별시 강서구 월정로32길 31 (화곡동)
노원구,한별나라어린이집,"서울특별시 노원구 덕릉로118길 27 , 관리사무소 2층(상계동 불암현대아파트)"
광진구,아이짐어린이집,서울특별시 광진구 광나루로37길 8 (구의2동)
광진구,으뜸어린이집,서울특별시 광진구 능동로4길 88 (자양동)
강서구,프란치스코어린이집,서울특별시 강서구 송정로1길 13 프란치스코어린이집
서대문구,이화몬테소리어린이집,서울특별시 서대문구 북아현로11가길 18 (북아현동)
동대문구,내마음의어린이집,서울특별시 동대문구 천장산로9길 62 (이문동)
영등포구,효성어린이집,서울특별시 영등포구 당산로42길 13 효성아파트 1차 관리동1층 (당산동5가)
구로구,광진선교어린이집,서울특별시 구로구 개봉로3길 87 한진아파트 내유치원동 (개봉동)
성동구,해담솔 어린이집,"서울특별시 성동구 금호로 100 106동 104호(금호동1가, 벽산아파트)"
구로구,풀씨어린이집,서울 구로구 구로3동 793-38호 B101호
도봉구,예일키즈어린이집,서울특별시 도봉구 우이천로12길 28
강서구,예쁨어린이집,서울특별시 강서구 양천로7길 14 2층 (방화동)
동대문구,사랑어린이집,서울특별시 동대문구 고산자로 534 제기한신아파트 단지동 (제기동)
동작구,송학대어린이집방과후교실,서울 동작구 노량진2동 225-57
구로구,예능어린이집,서울특별시 구로구 신도림로 87 신도림1차동아 1층
노원구,꿈꾸리아이뜰어린이집,"서울특별시 노원구 중계로 230 517동 103호(중계동, 주공5단지아파트)"
양천구,아이세상어린이집,"서울특별시 양천구 목동동로 100 1333동 106호(신정동, 신시가지13단지아파트)"
강동구,열매어린이집,"서울특별시 강동구 구천면로 278 103동 103호(천호동, 동아하이빌아파트)"
노원구,미광어린이집,서울특별시 노원구 공릉로34길 62 태강아파트 관리사무소2층
송파구,초원어린이집,서울특별시 송파구 백제고분로19길 12-14 남강로얄맨션 101호
구로구,한마음놀이방,서울 구로구 구로본동 409-69호 3통 10반
강서구,아름다운어린이집,서울특별시 강서구 등촌로 169 (등촌동)
은평구,이화어린이집,서울 은평구 응암2동 242-50
중랑구,색동어린이집,서울특별시 중랑구 동일로109길 31 (면목동)
서대문구,삼성영재어린이집,서울특별시 서대문구 증가로 191 108동 104호(남가좌동 삼성아파트)
서대문구,삼성영재어린이집,"서울특별시 서대문구 증가로 191 108동 104호(남가좌동,디엠씨래미안클라시스)"
송파구,고려서머힐어린이집,서울특별시 송파구 동남로18길 44 프라자아파트 관리동1층 고려서머힐어린이집
강동구,뽀로롱어린이집,"서울특별시 강동구 상암로 11 108동 104호(암사동, 선사현대아파트)"
도봉구,서원어린이집,서울특별시 도봉구 마들로 668 (도봉동)
강남구,꿈땅어린이집,서울특별시 강남구 도곡로73길 11 라이트빌 1층
동대문구,해오름어린이집,서울특별시 동대문구 약령시로5길 22 (제기동)
노원구,한국성서대학교어린이집,서울특별시 노원구 동일로214길 32 한국성서대학교어린이집
중랑구,우리동네어린이집,서울특별시 중랑구 동일로95가길 10 (면목동)
성북구,국민대학교부설어린이집,서울특별시 성북구 정릉로9가길 23 국민대부설어린이집 (정릉동)
성북구,장위신협방과후교실,서울특별시 성북구 장위로 60 장위신협 방과후교실 (장위동)
관악구,마엘가베어린이집,서울특별시 관악구 난곡로35길 60 (신림동)  [난곡동]
동대문구,몬테소리어린이집,"서울특별시 동대문구 사가정로 148 113동 104호 (전농동, SK아파트)"
송파구,쌍용아이사랑어린이집,서울특별시 송파구 송이로15길 33 쌍용 2차 아파트 관리동 어린이집
마포구,현대키즈어린이집,"서울특별시 마포구 신수로 15 110동 102호(현석동, 현대홈타운)"
송파구,크라벨어린이집,서울 송파구 방이동 89번지 올림픽선수촌아파트 206동 103호
노원구,화랑어린이집,서울특별시 노원구 화랑로51길 17 화랑타운아파트 내 관리동 1층 (공릉동)
강서구,신성어린이집,서울특별시 강서구 양천로28길 18 (방화동)
동대문구,한신더불어숲어린이집,"서울특별시 동대문구 고산자로 534 108동 101호(제기동, 한신아파트)"
도봉구,그림나라놀이방,서울 도봉구 창1동 주공3단지아파트 320-106
강동구,초롱어린이집,서울특별시 강동구 구천면로34길 52 2층 (천호동 210-18)
노원구,빛나래어린이집,"서울특별시 노원구 월계로45가길 94 401동 107호(월계동, 청백)"
서대문구,예은몬테소리어린이집,서울 서대문구 북아현3동 204-4
양천구,구립 해바라기어린이집,서울특별시 양천구 목동동로1길 33
노원구,꾸러기창의스쿨어린이집,서울특별시 노원구 덕릉로113길 8 (상계동)
강동구,리틀엔젤스어린이집,서울특별시 강동구 고덕로20나길 56 (암사동 461-10호)
서대문구,밀알어린이집,서울 서대문구 북가좌2동 309-14
동작구,구립로야어린이집,서울특별시 동작구 상도로62길 87 (상도동)
은평구,써니-e어린이집,서울특별시 은평구 증산로15길 26 (신사동)
동작구,금강어린이집,서울 동작구 상도동 134-318
서초구,시온방과후교실,서울 서초구 방배1동 332-1번지 1층
동작구,하은i어린이집,서울 동작구 상도3동 375-2
성동구,신광성 어린이집,서울특별시 성동구 성수동2가 뚝섬로 426 2층 신광성 어린이집
용산구,사랑꼬마숲어린이집,서울특별시 용산구 우사단로2가길 42-5
서초구,새순방과후 어린이집,서울특별시 서초구 서초대로15길 57 (방배동)
은평구,우방어린이집,"서울특별시 은평구 증산로3길 26-1 101동 103호(증산동, 우방아파트)"
영등포구,나랑어린이집,서울특별시 영등포구 도신로60길 26 (신길동)
노원구,노원1종합사회복지관방과후어린이집,"서울특별시 노원구 월계로55길 16 , 1층(월계동,월계사슴2단지아파트 내 관리동)"
동대문구,전농방과후어린이집,서울특별시 동대문구 서울시립대로12길 99 (전농동)355-1
서대문구,내일어린이집,서울 서대문구 창천동 279번지
서대문구,서대문종합사회복지관방과후교실어린이집,서울특별시 서대문구 모래내로 177 (남가좌동)
중랑구,키움어린이집,"서울특별시 중랑구 공릉로2라길 4 104동 101호(묵동, 묵동신안아파트)"
양천구,서울베다니어린이집,서울특별시 양천구 남부순환로65길 16-1
노원구,사랑어린이집,"서울특별시 노원구 공릉로34길 62 1015동 104호(공릉동, 태강)"
노원구,동화나라어린이집,"서울특별시 노원구 섬밭로 196 605동 102호(하계동, 장미)"
중랑구,참사랑어린이집,서울특별시 중랑구 면목로74길 27 1층 (면목동)
노원구,밤톨이어린이집,"서울특별시 노원구 노원로 58 404동 112호(공릉동, 우방아파트)"
성북구,바다의 별어린이집,서울특별시 성북구 정릉로10라길 31 (정릉동)
영등포구,강남새 어린이집,서울특별시 영등포구 당산로42길 16 현대5차아파트 단지내 (당산동4가)
종로구,동화속아이들어린이집,서울특별시 종로구 통일로 246-11 무악동현대아파트 단지내
강남구,상록어린이집,서울특별시 강남구 영동대로4길 10 공무원아파트 9단지내
동대문구,이문현대어린이집,서울특별시 동대문구 한천로58길 107 이문현대아파트 단지동 (이문동)
송파구,한빛 어린이집,서울특별시 송파구 가락로39길 23-8 1층 (방이동)
관악구,또래가정어린이집,"서울특별시 관악구 관악로30길 12 105동 113호 (봉천동,우성아파트)  [행운동]"
구로구,요정나라어린이집,"서울특별시 구로구 경인로 643 202동 104호(신도림동, 동아2차아파트)"
구로구,아이원어린이집,서울특별시 구로구 고척로52길 104-5
서초구,아이나라어린이집,서울특별시 서초구 청두곶길 70 (방배동)
용산구,에덴몬테소리어린이집,서울 용산구 서빙고동 278-1
서대문구,해달별어린이집,서울특별시 서대문구 거북골로20길 53-26 해달별어린이집 (북가좌동)
광진구,또래어린이집,서울특별시 광진구 자양로26길 92-10 (구의동)
광진구,중곡복지관 어린이집,서울특별시 광진구 용마산로3길 62 (중곡동)
성동구,동산 어린이집,서울특별시 성동구 서울숲2길 37 (성수동1가)
동대문구,꿈동산어린이집,"서울특별시 동대문구 사가정로 148 103동 103호(전농동, SK아파트)"
노원구,상계그림나라어린이집,"서울특별시 노원구 노해로 508 620동 101호(상계동, 상계주공6차)"
관악구,중앙사회복지관 방과후 어린이집,서울특별시 관악구 봉천로41길 33 (중앙동) (봉천동)
은평구,영산어린이집,서울특별시 은평구 불광로3길 6 (불광동)
강동구,중흥리틀스쿨어린이집,서울특별시 강동구 양재대로81길 64 (성내동 445-7)
동대문구,평화어린이집,서울 동대문구 청량리1동 30번지 왕빌딩 2층
도봉구,우이동교회부설방과후어린이집,서울특별시 도봉구 삼양로 574-48
노원구,소명어린이집,서울특별시 노원구 덕릉로94길 21 (상계3.4동 불암대림아파트 단지내)
중랑구,성복몬테소리어린이집,"서울특별시 중랑구 신내로 128 1동 102호(신내동, 동성아파트)"
구로구,한솔어린이집,서울특별시 구로구 고척로18길 9 (개봉동)
노원구,월계종합사회복지관 방과후어린이집,"서울특별시 노원구 초안산로1길 15 (월계동,월계종합사회복지관)"
노원구,월계종합사회복지관 방과후교실,서울특별시 노원구 초안산로1길 15 월계주공1단지내 월계종합사회복지관 방과후교실
구로구,사과나무어린이집,"서울특별시 구로구 개봉로20길 158 204동 102호(개봉동, 현대홈타운)"
동대문구,임마누엘어린이집,서울특별시 동대문구 답십리로65길 86
노원구,큰빛어린이집,"서울특별시 노원구 한글비석로 479 108동 101호(상계동, 보람1단지아파트)"
강북구,북부 열린학교 방과후교실어린이집,서울특별시 강북구 삼양로64길 32-20 북부열린학교 방과후교실
서초구,동그라미 어린이집,서울 서초구 반포1동 709번지
용산구,소망어린이집,서울특별시 용산구 이태원로2길 18 소망교회 (용산동3가)
구로구,백합어린이집,"서울특별시 구로구 구일로2길 60 210동 101호(구로동, 구일우성아파트)"
구로구,백합어린이집,서울 구로구 구로1동 구일우성아파트 210-101
마포구,서울특별시육아종합지원센터,서울특별시 마포구 서강로 75-16
양천구,한사랑어린이집,"서울특별시 양천구 목동중앙본로22길 63 건영아파트 상가203,204,205호 (목동)"
마포구,신촌방과후교실어린이집,서울특별시 마포구 신촌로12길 11
관악구,선의관악종합사회복지관,서울 관악구 봉천동 1699-6 선의관악종합사회복지관1층 (성현동)
관악구,키즈아트어린이집,서울특별시 관악구 난우10길 7 (신림동)  [미성동]
동대문구,샘어린이집,서울특별시 동대문구 약령서길 81 (제기동)
강북구,꼬꼬마어린이집,서울특별시 강북구 한천로109길 57-15
중랑구,혜원어린이집,서울특별시 중랑구 상봉로16가길 14 (망우동)
노원구,비선삐아제어린이집,"서울특별시 노원구 화랑로51길 78 505동 103호(공릉동, 비선아파트)"
중랑구,모모어린이집,서울특별시 중랑구 송림길 16 훼밀리상가 (신내동)
성북구,엘벧엘어린이집,서울특별시 성북구 보문로30길 64 (동선동2가)
강동구,하얀마음어린이집,서울특별시 강동구 풍성로 127 삼성아파트 1단지내 관리동 (성내동 591)
노원구,꼬마어린이집,서울특별시 노원구 동일로213길 21 서울시 노원구상계6.7동 주공아파트107동104호
서초구,동아어린이집,"서울특별시 서초구 신반포로33길 15 103동 103호(잠원동, 동아아파트)"
송파구,은빛어린이집,서울특별시 송파구 삼전로4길 4
구로구,광진어린이집,서울특별시 구로구 고척로30길 18 (개봉동)
마포구,동막어린이집,서울 마포구 대흥동 660 태영아파트 동막교회 내
관악구,동아어린이집,서울특별시 관악구 관악로37길 20 동아 아파트 B상가 2층
성동구,옥수종합사회복지관 부설 좋은벗방과후교실어린이집,서울특별시 성동구 한림말길 16-5 옥수종합사회복지관 (옥수동)
중랑구,한별어린이집,"서울특별시 중랑구 답십리로75길 73 104동 102호(면목동, 경남아파트)"
금천구,해솔예술어린이집,서울특별시 금천구 시흥대로90길 63
영등포구,신기루 어린이집,서울특별시 영등포구 여의대방로61길 14-7 경남상가2층
구로구,혜지어린이집,"서울특별시 구로구 구로중앙로8길 16 2층, 구로동"
강북구,아가페어린이집,서울특별시 강북구 도봉로98길 33 (번동)
노원구,비선어린이집,서울특별시 노원구 화랑로51길 78 (공릉동)
은평구,한마음어린이집,"서울특별시 은평구 통일로 586 1동 102호(녹번동, 대림)"
구로구,에덴장애아어린이집,서울특별시 구로구 고척로21가길 84-35
구로구,신도림제일어린이집,서울특별시 구로구 신도림로13길 18 19-6
강북구,나나어린이집,서울특별시 강북구 수유로4길 23 (수유동)
관악구,육영어린이집,서울특별시 관악구 문성로16가길 42-3 (신림동)  [미성동]
영등포구,개나리어린이집,서울 영등포구 대림3동 605-27호
강남구,엄마손몬테소리어린이집,서울특별시 강남구 일원로5길 19 (일원동)
구로구,아나율장애아어린이집,서울특별시 구로구 디지털로31길 93 (구로동)
서대문구,극동놀이방,서울 서대문구 현저동 극동아파트 200번지극동아파트101동106호
노원구,태릉어린이집,"서울특별시 노원구 화랑로51길 81 (공릉2동 태릉어린이집, 2층)"
관악구,구립청능어린이집,서울특별시 관악구 관악로11길 79-11 (봉천동)  [청룡동]
은평구,하나로어린이집,서울특별시 은평구 서오릉로 237
은평구,신나는꿈동이어린이집,서울특별시 은평구 증산로21길 42 (신사동)
양천구,큰나무어린이집,서울특별시 양천구 신정로 293 신트리아파트 1단지관리동
노원구,참사랑어린이집,서울특별시 노원구 동일로178길 29-20
은평구,노랑어린이집,서울특별시 은평구 가좌로 197 2층 (응암동)
성북구,참보배,서울 성북구 장위3동 270-367  2층
성북구,조은 어린이집,서울특별시 성북구 장위로11길 37 (장위동)
강서구,새영어린이집,서울특별시 강서구 양천로63길 58 벽산아파트 관리동 새영어린이집
구로구,한마을어린이집,서울특별시 구로구 경인로 382 한마을아파트상가 (관리동2층) (개봉동)
강서구,천사(몬)어린이집,서울 강서구 마곡동 327-53 신안빌라상가2층1호
은평구,시찌다엔젤어린이집,서울특별시 은평구 은평로20길 5 2층 (응암동)
구로구,비룡방과후,서울특별시 구로구 고척로33길 35 (고척동)
구로구,한진예닮어린이집,"서울특별시 구로구 개봉로3길 87 101동 101호(개봉동, 한진타운아파트)"
은평구,꿈을여는어린이집,서울특별시 은평구 진흥로 267-20
서초구,성민방과후교실,서울 서초구 방배3동 981-2 성민교회
구로구,새연어린이집,서울특별시 구로구 구로중앙로28다길 15 (구로동)
구로구,햇살어린이집,서울특별시 구로구 경인로47다길 34-7 우성꿈동산 아파트 우성상가 (고척동)
구로구,참좋은어린이집,서울특별시 구로구 고척로 190 (고척2동161-55 / 지하1층~지상5층)
동작구,누리꿈어린이집,서울특별시 동작구 상도로 99-7 2-509
도봉구,원당어린이집,서울특별시 도봉구 시루봉로5길 48 구립원당어린이집
성동구,아람 어린이집,서울 성동구 응봉동 201-11 101호
관악구,동화나라어린이집,"서울특별시 관악구 남부순환로234길 42 102호 (봉천동, 새진아파트)  [낙성대동]"
강서구,햇살아트키즈어린이집,서울특별시 강서구 우현로 3 (화곡동)
중랑구,새싹어린이집,서울특별시 중랑구 동일로118길 9 (상봉동)
구로구,목양몬테소리어린이집,서울특별시 구로구 개봉로17마길 8 (개봉동)
중랑구,꼬마아이숲어린이집,서울특별시 중랑구 겸재로61가길 13-7 (망우동)
중랑구,동화어린이집,"서울특별시 중랑구 겸재로48길 13 101동 102호(면목동, 남청파인힐아파트)"
은평구,다경어린이집,서울 은평구 신사2동
송파구,예다운어린이집,서울 송파구 오금동 113-2
중랑구,동성어린이집,서울특별시 중랑구 봉화산로 216 동성아파트 404-101 (신내동)
도봉구,아름다운별 어린이집,서울 도봉구 방학3동 신동아a 13동101호
구로구,은진어린이집,서울특별시 구로구 구로동로20길 28-7 1층 (구로동)
성북구,피카소어린이집,서울특별시 성북구 서경로 28 태영아파트 단지내 (관리동2층) (정릉동)
강북구,솔밭어린이집,서울특별시 강북구 삼양로149길 12 (우이동)
양천구,신목어린이집,서울특별시 양천구 목동중앙북로10길 7-7
구로구,미키몬테소리,서울 구로구 고척1동 벽산블루밍아파트 관리동 1층
성북구,원정어린이집,서울특별시 성북구 보국문로28길 10 (정릉동)
양천구,평강어린이집,서울특별시 양천구 신정로13길 56 진리등대교회 1층 (신월동)
강남구,클레어린이집,서울특별시 강남구 개포로31길 19-8
강서구,다솜어린이집,서울특별시 강서구 초원로4길 9 101호 다솜어린이집
관악구,아이사랑어린이집,서울특별시 관악구 난곡로9길 6 (신림동)  [난향동]
성북구,돈암교회방과후교실,서울 성북구 동선동5가 70-31
구로구,미키몬테소리어린이집,서울특별시 구로구 경인로 390 벽산블루밍아파트 관리동1층 미키몬테소리어린이집 (고척동)
동대문구,규전어린이집,서울특별시 동대문구 휘경로 42 (휘경동)
영등포구,새상아어린이집,서울특별시 영등포구 신길로8길 11
광진구,해달별어린이집,"서울특별시 광진구 구의강변로3가길 39 701동 102호(구의동,7단지 현대아파트 )"
금천구,친구어린이집,서울특별시 금천구 시흥대로116길 16 (독산동)
중구,서울시청직장어린이집,서울특별시 중구 서소문로11길 24 5-1번지 서울시청직장어린이집
구로구,하영어린이집,"서울특별시 구로구 신도림로 16 406동 102호(신도림동, 대림1차아파트)"
양천구,사랑나무어린이집,서울특별시 양천구 중앙로36길 36 (신정동)
