field1,field2,field3,field4,field5,field6,field7,field8,field9,field10,field11,field12,field13,field14,field15,field16,field17,field18,field19,field20,field21,field22,_GC_TYPE,_CLEANADDR,_X,_Y
2022030100100052,2022년 3월 1일 09시,화요일,경기도 성남시 분당구 삼평동,중상사고,0,2,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,기타 - 기타,화물,남,41세,상해없음,승용,남,24세,중상,대,경기도 성남시 분당구 삼평동,127.108895,37.40201103
2022032600100045,2022년 3월 26일 03시,토요일,경기도 안성시 원곡면,중상사고,0,1,0,0,차대차 - 추돌,안전운전불이행,젖음/습기,맑음,단일로 - 기타,화물,남,49세,상해없음,승용,여,47세,중상,대,경기도 안성시 원곡면,127.146979,37.04738111
2022031500100278,2022년 3월 15일 16시,화요일,경기도 성남시 분당구 금곡동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,66세,상해없음,화물,남,53세,경상,대,경기도 성남시 분당구 금곡동,127.0978395,37.35755633
2022032300100206,2022년 3월 23일 14시,수요일,경기도 오산시 고현동,중상사고,0,1,0,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,26세,상해없음,승용,남,46세,중상,대,경기도 오산시 고현동,127.0841653,37.13267044
2022032200100405,2022년 3월 22일 21시,화요일,울산광역시 울주군 두서면,중상사고,0,2,5,3,차대차 - 기타,기타,건조,맑음,단일로 - 기타,화물,남,50세,상해없음,승용,남,51세,상해없음,대,울산광역시 울주군 두서면,129.1443366,35.66686434
2022032500100005,2022년 3월 25일 00시,금요일,경상남도 양산시 동면,중상사고,0,1,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,40세,상해없음,화물,남,45세,경상,대,경상남도 양산시 동면,129.0877494,35.32936707
2022032500100493,2022년 3월 25일 21시,금요일,경기도 용인시 기흥구 고매동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,젖음/습기,비,단일로 - 기타,화물,남,56세,상해없음,승용,남,55세,경상,대,경기도 용인시 기흥구 고매동,127.1143265,37.22557979
2022032700100318,2022년 3월 27일 20시,일요일,충청북도 청주시 흥덕구 옥산면,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 지하차도(도로)내,승용,남,42세,상해없음,승용,남,27세,경상,대,충청북도 청주시 흥덕구 옥산면,127.3594268,36.68092518
2022030700100014,2022년 3월 7일 04시,월요일,경기도 용인시 수지구 풍덕천동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,25세,상해없음,화물,남,53세,경상,대,경기도 용인시 수지구 풍덕천동,127.0949136,37.32346806
2022032300100029,2022년 3월 23일 04시,수요일,경기도 성남시 수정구 금토동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,기타 - 기타,화물,남,46세,경상,화물,남,52세,경상,대,경기도 성남시 수정구 금토동,127.0699918,37.41062545
2022040100100151,2022년 4월 1일 11시,금요일,경기도 용인시 처인구 남사읍,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,화물,남,60세,상해없음,화물,남,39세,경상,대,경기도 용인시 처인구 남사읍,127.1543602,37.13453934
2022032000100143,2022년 3월 20일 15시,일요일,경기도 성남시 분당구 금곡동,중상사고,0,2,2,0,차대차 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승용,남,35세,상해없음,승용,남,36세,경상,대,경기도 성남시 분당구 금곡동,127.0978395,37.35755633
2022032900100354,2022년 3월 29일 17시,화요일,대구광역시 북구 노곡동,중상사고,0,1,0,0,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,25세,상해없음,승용,여,57세,중상,대,대구광역시 북구 노곡동,128.560319,35.91091686
2022032900100234,2022년 3월 29일 14시,화요일,경기도 오산시 원동,경상사고,0,0,1,0,차대차 - 측면충돌,차로위반,건조,맑음,단일로 - 기타,승용,남,51세,상해없음,화물,남,40세,경상,대,경기도 오산시 원동,127.0840611,37.14008768
2022032900100291,2022년 3월 29일 16시,화요일,울산광역시 울주군 언양읍,경상사고,0,0,1,0,차대차 - 기타,차로위반,건조,맑음,단일로 - 기타,건설기계,남,33세,상해없음,승합,남,57세,상해없음,대,울산광역시 울주군 언양읍,129.1587376,35.58521245
2022031600100037,2022년 3월 16일 06시,수요일,경상북도 경산시 진량읍,부상신고사고,0,0,0,1,차량단독 - 공작물충돌,기타,건조,맑음,단일로 - 기타,화물,남,52세,부상신고,,,,,대,경상북도 경산시 진량읍,128.8260362,35.86998153
2022032500100042,2022년 3월 25일 07시,금요일,경기도 용인시 수지구 죽전동,경상사고,0,0,2,1,차대차 - 기타,차로위반,건조,맑음,기타 - 기타,승합,남,62세,경상,승용,남,24세,경상,대,경기도 용인시 수지구 죽전동,127.1225318,37.32905336
2.02204E+15,2022년 4월 4일 21시,월요일,경기도 안성시 공도읍,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,59세,상해없음,승용,여,51세,경상,대,경기도 안성시 공도읍,127.1832118,37.00071006
2022033000100093,2022년 3월 30일 09시,수요일,경기도 성남시 분당구 분당동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,48세,상해없음,승용,여,38세,경상,대,경기도 성남시 분당구 분당동,127.1429982,37.36949099
2022033100100438,2022년 3월 31일 21시,목요일,경기도 성남시 분당구 삼평동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,45세,기타불명,승용,남,38세,경상,대,경기도 성남시 분당구 삼평동,127.108895,37.40201103
2022040100100495,2022년 4월 1일 21시,금요일,경기도 오산시 원동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,61세,상해없음,승용,남,19세,경상,대,경기도 오산시 원동,127.0840611,37.14008768
2.02203E+15,2022년 3월 25일 11시,금요일,경기도 안성시 원곡면,중상사고,0,1,0,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,여,41세,상해없음,승용,남,32세,중상,대,경기도 안성시 원곡면,127.146979,37.04738111
2.02203E+15,2022년 3월 28일 08시,월요일,경기도 성남시 분당구 금곡동,경상사고,0,0,4,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,40세,경상,승용,여,44세,경상,대,경기도 성남시 분당구 금곡동,127.0978395,37.35755633
2022040300100051,2022년 4월 3일 09시,일요일,경기도 성남시 분당구 궁내동,경상사고,0,0,5,1,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,61세,경상,승합,남,39세,상해없음,대,경기도 성남시 분당구 궁내동,127.091827,37.37017734
2022040900100102,2022년 4월 9일 09시,토요일,경상남도 양산시 동면,경상사고,0,0,3,0,차대차 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승용,여,58세,상해없음,승용,여,39세,경상,대,경상남도 양산시 동면,129.0877494,35.32936707
2022040200100189,2022년 4월 2일 12시,토요일,충청남도 천안시 서북구 성거읍,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,60세,상해없음,승용,남,33세,경상,대,충청남도 천안시 서북구 성거읍,127.1914337,36.87689576
2022040200100223,2022년 4월 2일 13시,토요일,경기도 성남시 분당구 백현동,경상사고,0,0,3,1,차대차 - 측면충돌,안전거리미확보,건조,맑음,기타 - 기타,승용,여,22세,상해없음,승합,남,49세,부상신고,대,경기도 성남시 분당구 백현동,127.1088691,37.38513292
2022040500100075,2022년 4월 5일 08시,화요일,경상남도 양산시 산막동,중상사고,0,1,3,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,33세,상해없음,승용,남,29세,경상,대,경상남도 양산시 산막동,129.0562603,35.37331012
2022040200100062,2022년 4월 2일 08시,토요일,경기도 안성시 공도읍,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,건조,맑음,단일로 - 기타,승용,남,57세,상해없음,승용,남,30세,경상,대,경기도 안성시 공도읍,127.1832118,37.00071006
2022040300100052,2022년 4월 3일 09시,일요일,충청남도 천안시 동남구 성남면,중상사고,0,3,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,38세,상해없음,승용,남,42세,중상,대,충청남도 천안시 동남구 성남면,127.2325011,36.72908092
2022040400100483,2022년 4월 4일 20시,월요일,경기도 용인시 기흥구 신갈동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,61세,상해없음,승용,남,59세,경상,대,경기도 용인시 기흥구 신갈동,127.0993414,37.28104801
2022033100100388,2022년 3월 31일 19시,목요일,경기도 성남시 수정구 상적동,경상사고,0,0,3,3,차대차 - 기타,차로위반,건조,맑음,기타 - 기타,승용,남,30세,상해없음,승합,남,48세,경상,대,경기도 성남시 수정구 상적동,127.0644279,37.42771302
2022040700100112,2022년 4월 7일 09시,목요일,경상남도 양산시 상북면,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,44세,상해없음,승용,남,59세,경상,대,경상남도 양산시 상북면,129.0448657,35.42717875
2022040600100409,2022년 4월 6일 18시,수요일,경상북도 칠곡군 석적읍,중상사고,0,1,0,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,53세,상해없음,특수,남,47세,중상,대,경상북도 칠곡군 석적읍,128.4469416,36.04926061
2022040600100472,2022년 4월 6일 20시,수요일,서울특별시 서초구 양재동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,55세,상해없음,승용,남,36세,경상,대,서울특별시 서초구 양재동,127.0385688,37.46880589
2022033100100108,2022년 3월 31일 10시,목요일,경기도 성남시 분당구 궁내동,중상사고,0,1,0,2,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,27세,상해없음,화물,남,48세,부상신고,대,경기도 성남시 분당구 궁내동,127.091827,37.37017734
2.02204E+15,2022년 4월 12일 00시,화요일,경기도 성남시 분당구 판교동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,36세,상해없음,승용,남,37세,경상,대,경기도 성남시 분당구 판교동,127.0936883,37.39335145
2022040900100244,2022년 4월 9일 13시,토요일,경기도 평택시 월곡동,중상사고,0,1,0,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승합,남,39세,상해없음,승용,여,27세,중상,대,경기도 평택시 월곡동,127.139852,37.02228982
2022040600100214,2022년 4월 6일 13시,수요일,경기도 평택시 진위면,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,21세,상해없음,승용,남,25세,경상,대,경기도 평택시 진위면,127.0807195,37.11011987
2022040700100165,2022년 4월 7일 11시,목요일,경기도 오산시 원동,경상사고,0,0,13,4,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,25세,경상,승합,남,65세,경상,대,경기도 오산시 원동,127.0840611,37.14008768
2022040900100005,2022년 4월 9일 00시,토요일,경상남도 양산시 동면,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 터널,승용,남,51세,상해없음,화물,남,60세,경상,대,경상남도 양산시 동면,129.0877494,35.32936707
2022041000100093,2022년 4월 10일 10시,일요일,경상남도 양산시 하북면,경상사고,0,0,1,2,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,29세,상해없음,승용,남,62세,경상,대,경상남도 양산시 하북면,129.0936549,35.45664037
2022040900100567,2022년 4월 9일 21시,토요일,대구광역시 북구 금호동,경상사고,0,0,2,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,화물,남,65세,상해없음,승용,남,31세,경상,대,대구광역시 북구 금호동,128.525744,35.90473513
2.02204E+15,2022년 4월 16일 18시,토요일,경기도 안성시 원곡면,경상사고,0,0,2,1,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,26세,상해없음,승합,남,43세,경상,대,경기도 안성시 원곡면,127.146979,37.04738111
2022040400100094,2022년 4월 4일 08시,월요일,경기도 용인시 기흥구 신갈동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,56세,상해없음,보행자,여,32세,경상,대,경기도 용인시 기흥구 신갈동,127.0993414,37.28104801
2022040300100201,2022년 4월 3일 15시,일요일,경기도 평택시 진위면,경상사고,0,0,2,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승합,남,33세,상해없음,승합,남,52세,경상,대,경기도 평택시 진위면,127.0807195,37.11011987
2022041000100079,2022년 4월 10일 09시,일요일,경상북도 김천시 봉산면,경상사고,0,0,9,2,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,52세,상해없음,승합,남,54세,상해없음,대,경상북도 김천시 봉산면,128.0324532,36.16921432
2.02204E+15,2022년 4월 11일 09시,월요일,경상남도 양산시 산막동,경상사고,0,0,1,0,차대차 - 측면충돌,기타,건조,맑음,단일로 - 기타,화물,남,67세,상해없음,승용,남,41세,경상,대,경상남도 양산시 산막동,129.0562603,35.37331012
2022041300100278,2022년 4월 13일 15시,수요일,경기도 오산시 오산동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,화물,남,57세,상해없음,승용,남,43세,상해없음,대,경기도 오산시 오산동,127.0665339,37.14866311
2022040900100351,2022년 4월 9일 15시,토요일,충청남도 천안시 동남구 신부동,경상사고,0,0,1,0,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,33세,상해없음,승합,남,50세,경상,대,충청남도 천안시 동남구 신부동,127.1643944,36.82567846
2022041200100305,2022년 4월 12일 15시,화요일,경기도 용인시 기흥구 고매동,경상사고,0,0,1,0,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,60세,상해없음,승용,여,39세,경상,대,경기도 용인시 기흥구 고매동,127.1143265,37.22557979
2022041100100265,2022년 4월 11일 13시,월요일,경기도 용인시 기흥구 상갈동,경상사고,0,0,2,2,차대차 - 측면충돌,신호위반,건조,맑음,단일로 - 기타,승용,남,47세,상해없음,승용,남,39세,경상,대,경기도 용인시 기흥구 상갈동,127.1130955,37.26541252
2022041500100085,2022년 4월 15일 08시,금요일,경기도 성남시 분당구 정자동,중상사고,0,1,0,2,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,32세,상해없음,승용,남,32세,중상,대,경기도 성남시 분당구 정자동,127.1130301,37.36739999
2.02204E+15,2022년 4월 8일 12시,금요일,부산광역시 금정구 노포동,중상사고,0,1,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,47세,경상,보행자,여,50세,중상,대,부산광역시 금정구 노포동,129.0887511,35.2895645
2022041400100042,2022년 4월 14일 06시,목요일,서울특별시 서초구 양재동,경상사고,0,0,1,0,차대차 - 기타,기타,건조,맑음,단일로 - 기타,승용,남,45세,상해없음,화물,남,36세,경상,대,서울특별시 서초구 양재동,127.0385688,37.46880589
2022042100100125,2022년 4월 21일 09시,목요일,경기도 용인시 기흥구 보라동,중상사고,0,1,0,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,56세,상해없음,승용,여,57세,중상,대,경기도 용인시 기흥구 보라동,127.112376,37.25606669
2022040700100573,2022년 4월 7일 23시,목요일,충청남도 천안시 동남구 성남면,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,60세,상해없음,화물,남,56세,경상,대,충청남도 천안시 동남구 성남면,127.2325011,36.72908092
2022041200100456,2022년 4월 12일 19시,화요일,경기도 오산시 고현동,경상사고,0,0,2,0,차대차 - 측면충돌,차로위반,건조,맑음,단일로 - 기타,화물,남,66세,상해없음,승용,남,31세,경상,대,경기도 오산시 고현동,127.0841653,37.13267044
2022041500100254,2022년 4월 15일 13시,금요일,충청남도 천안시 서북구 입장면,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,20세,상해없음,승용,남,57세,경상,대,충청남도 천안시 서북구 입장면,127.2256147,36.9142991
2022041600100261,2022년 4월 16일 13시,토요일,경기도 화성시 송동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,39세,상해없음,승용,남,26세,경상,대,경기도 화성시 송동,127.1004382,37.17139248
2022041100100209,2022년 4월 11일 11시,월요일,대구광역시 북구 검단동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,64세,상해없음,승용,여,43세,중상,대,대구광역시 북구 검단동,128.6204029,35.91771795
2022041700100463,2022년 4월 17일 22시,일요일,경기도 성남시 분당구 삼평동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,기타 - 기타,승용,남,43세,상해없음,승용,남,33세,경상,대,경기도 성남시 분당구 삼평동,127.108895,37.40201103
2022041700100062,2022년 4월 17일 06시,일요일,충청남도 천안시 서북구 성거읍,중상사고,0,1,0,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,26세,상해없음,승용,여,55세,중상,대,충청남도 천안시 서북구 성거읍,127.1914337,36.87689576
2022041800100059,2022년 4월 18일 07시,월요일,경기도 오산시 원동,경상사고,0,0,1,1,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,31세,부상신고,화물,남,47세,경상,대,경기도 오산시 원동,127.0840611,37.14008768
2.02204E+15,2022년 4월 17일 13시,일요일,서울특별시 서초구 신원동,경상사고,0,0,1,1,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,77세,상해없음,승용,여,33세,경상,대,서울특별시 서초구 신원동,127.063971,37.44516352
2022042000100191,2022년 4월 20일 10시,수요일,부산광역시 금정구 선동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,화물,남,40세,상해없음,화물,남,45세,경상,대,부산광역시 금정구 선동,129.1140673,35.2723503
2022041800100357,2022년 4월 18일 16시,월요일,경기도 화성시 송동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,기타 - 기타,승용,남,20세,상해없음,승용,여,40세,경상,대,경기도 화성시 송동,127.1004382,37.17139248
2022042400100429,2022년 4월 24일 22시,일요일,경기도 성남시 수정구 금토동,경상사고,0,0,3,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,31세,상해없음,승합,남,43세,경상,대,경기도 성남시 수정구 금토동,127.0699918,37.41062545
2022041100100201,2022년 4월 11일 11시,월요일,경기도 용인시 기흥구 공세동,중상사고,0,1,0,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,67세,상해없음,승용,남,23세,중상,대,경기도 용인시 기흥구 공세동,127.1122478,37.23813673
2.02204E+15,2022년 4월 21일 20시,목요일,경기도 안성시 공도읍,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,흐림,단일로 - 기타,승용,남,43세,상해없음,승용,남,56세,경상,대,경기도 안성시 공도읍,127.1832118,37.00071006
2022041500100613,2022년 4월 15일 22시,금요일,경기도 용인시 기흥구 신갈동,경상사고,0,0,2,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,30세,상해없음,승용,남,43세,경상,대,경기도 용인시 기흥구 신갈동,127.0993414,37.28104801
2022042100100559,2022년 4월 21일 23시,목요일,경기도 용인시 기흥구 보정동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,21세,상해없음,승용,남,40세,경상,대,경기도 용인시 기흥구 보정동,127.1091532,37.30789996
2022042100100211,2022년 4월 21일 12시,목요일,충청남도 천안시 동남구 신부동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,49세,상해없음,승용,남,60세,경상,대,충청남도 천안시 동남구 신부동,127.1643944,36.82567846
2022041900100148,2022년 4월 19일 09시,화요일,경기도 성남시 분당구 삼평동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,화물,남,49세,상해없음,승용,여,54세,경상,대,경기도 성남시 분당구 삼평동,127.108895,37.40201103
2022042100100183,2022년 4월 21일 11시,목요일,충청북도 청주시 서원구 남이면,중상사고,0,1,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 지하차도(도로)내,화물,남,61세,상해없음,승용,여,46세,중상,대,충청북도 청주시 서원구 남이면,127.4223057,36.56619491
2022042200100172,2022년 4월 22일 11시,금요일,경기도 오산시 원동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,여,60세,상해없음,승용,남,38세,경상,대,경기도 오산시 원동,127.0840611,37.14008768
2022042400100415,2022년 4월 24일 21시,일요일,경기도 용인시 기흥구 상갈동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,62세,기타불명,승용,남,25세,경상,대,경기도 용인시 기흥구 상갈동,127.1130955,37.26541252
2022041500100479,2022년 4월 15일 18시,금요일,대구광역시 북구 조야동,중상사고,0,1,3,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,56세,상해없음,승용,여,62세,중상,대,대구광역시 북구 조야동,128.5755999,35.91659804
2022041900100441,2022년 4월 19일 17시,화요일,경기도 화성시 송동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,여,55세,상해없음,화물,남,65세,경상,대,경기도 화성시 송동,127.1004382,37.17139248
2022042500100252,2022년 4월 25일 13시,월요일,울산광역시 울주군 삼남읍,중상사고,0,1,4,0,차대차 - 정면충돌,안전거리미확보,건조,맑음,단일로 - 기타,화물,남,55세,상해없음,승용,남,27세,경상,대,울산광역시 울주군 삼남읍,129.0886016,35.53092958
2022042900100136,2022년 4월 29일 08시,금요일,경기도 수원시 장안구 조원동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,기타 - 기타,승용,남,51세,상해없음,승용,남,28세,상해없음,대,경기도 수원시 장안구 조원동,127.014403,37.30460918
2022042600100055,2022년 4월 26일 05시,화요일,경기도 성남시 분당구 삼평동,중상사고,0,1,2,0,차대차 - 기타,안전운전불이행,젖음/습기,비,단일로 - 기타,화물,남,61세,중상,화물,남,57세,상해없음,대,경기도 성남시 분당구 삼평동,127.108895,37.40201103
2022042600100056,2022년 4월 26일 05시,화요일,경기도 성남시 분당구 궁내동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,41세,경상,화물,남,66세,상해없음,대,경기도 성남시 분당구 궁내동,127.091827,37.37017734
2.02204E+15,2022년 4월 19일 15시,화요일,경기도 안성시 공도읍,중상사고,0,2,0,0,차대차 - 기타,안전거리미확보,건조,맑음,기타 - 기타,화물,남,42세,상해없음,승용,남,67세,중상,대,경기도 안성시 공도읍,127.1832118,37.00071006
2022042600100009,2022년 4월 26일 00시,화요일,충청북도 청주시 흥덕구 석소동,중상사고,0,1,0,0,차대차 - 정면충돌,안전운전불이행,젖음/습기,비,단일로 - 기타,화물,남,47세,상해없음,승용,남,31세,중상,대,충청북도 청주시 흥덕구 석소동,127.3815476,36.62167417
2022042900100044,2022년 4월 29일 03시,금요일,서울특별시 서초구 원지동,경상사고,0,0,2,0,차대차 - 추돌,차로위반,건조,맑음,단일로 - 기타,승용,남,54세,상해없음,승용,남,55세,경상,대,서울특별시 서초구 원지동,127.0479721,37.44499174
2022042200100208,2022년 4월 22일 12시,금요일,충청북도 청주시 서원구 현도면,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,화물,남,67세,상해없음,승용,남,44세,경상,대,충청북도 청주시 서원구 현도면,127.4341543,36.49561819
2022042400100132,2022년 4월 24일 11시,일요일,경상북도 영천시 본촌동,경상사고,0,0,2,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,47세,상해없음,승용,여,45세,상해없음,대,경상북도 영천시 본촌동,128.9600808,35.92034044
2022042600100113,2022년 4월 26일 08시,화요일,경기도 용인시 기흥구 신갈동,중상사고,0,1,0,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,55세,상해없음,승용,남,41세,중상,대,경기도 용인시 기흥구 신갈동,127.0993414,37.28104801
2022042300100096,2022년 4월 23일 09시,토요일,경기도 안성시 원곡면,중상사고,0,1,13,3,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,63세,기타불명,승합,남,59세,경상,대,경기도 안성시 원곡면,127.146979,37.04738111
2022050100100331,2022년 5월 1일 17시,일요일,대전광역시 대덕구 덕암동,경상사고,0,0,2,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,45세,상해없음,승용,남,61세,경상,대,대전광역시 대덕구 덕암동,127.4216388,36.44011477
2022050100100042,2022년 5월 1일 04시,일요일,서울특별시 서초구 원지동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,32세,상해없음,화물,남,38세,경상,대,서울특별시 서초구 원지동,127.0479721,37.44499174
2022050600100272,2022년 5월 6일 13시,금요일,충청남도 천안시 동남구 원성동,경상사고,0,0,1,0,차대차 - 추돌,신호위반,건조,맑음,기타 - 기타,화물,남,63세,상해없음,화물,남,61세,경상,대,충청남도 천안시 동남구 원성동,127.1613401,36.80809978
2022050400100298,2022년 5월 4일 12시,수요일,경기도 용인시 기흥구 상갈동,중상사고,0,3,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,60세,상해없음,승용,여,27세,중상,대,경기도 용인시 기흥구 상갈동,127.1130955,37.26541252
2022050500100409,2022년 5월 5일 18시,목요일,경기도 안성시 원곡면,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,25세,상해없음,승용,여,46세,경상,대,경기도 안성시 원곡면,127.146979,37.04738111
2022042600100439,2022년 4월 26일 18시,화요일,경기도 용인시 처인구 남사읍,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,승합,남,75세,상해없음,승용,남,25세,경상,대,경기도 용인시 처인구 남사읍,127.1543602,37.13453934
2022042700100044,2022년 4월 27일 06시,수요일,경기도 평택시 진위면,경상사고,0,0,2,0,차대차 - 측면충돌,차로위반,건조,맑음,단일로 - 기타,기타불명,기타불명,미분류,기타불명,화물,남,55세,경상,대,경기도 평택시 진위면,127.0807195,37.11011987
2022050700100349,2022년 5월 7일 16시,토요일,대구광역시 동구 도동,중상사고,0,1,3,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,40세,경상,승용,남,53세,경상,대,대구광역시 동구 도동,128.6668845,35.92587264
2.02205E+15,2022년 5월 10일 01시,화요일,충청북도 영동군 용산면,사망사고,1,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,59세,상해없음,승용,여,49세,사망,대,충청북도 영동군 용산면,127.8025634,36.26058931
2022050800100045,2022년 5월 8일 05시,일요일,서울특별시 서초구 양재동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,22세,상해없음,승용,남,41세,경상,대,서울특별시 서초구 양재동,127.0385688,37.46880589
