사고부문,사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도
뺑소니사고,2.02107E+15,2021년 7월 16일 15시,금요일,부산광역시 금정구 장전동,경상사고,0,0,4,0,차대차 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승용,여,69세,상해없음,승합,남,54세,경상
뺑소니사고,2.02107E+15,2021년 7월 16일 20시,금요일,부산광역시 동래구 온천동,중상사고,0,1,2,0,차대차 - 정면충돌,신호위반,건조,맑음,교차로 - 교차로부근,이륜,남,33세,상해없음,승용,남,51세,경상
뺑소니사고,2021071600100607,2021년 7월 16일 21시,금요일,부산광역시 북구 덕천동,경상사고,0,0,1,0,차대차 - 정면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,40세,상해없음,승용,여,64세,경상
뺑소니사고,2021071700100176,2021년 7월 17일 11시,토요일,부산광역시 사상구 괘법동,경상사고,0,0,1,0,차대사람 - 기타,기타,젖음/습기,흐림,단일로 - 기타,승용,남,65세,상해없음,보행자,남,48세,경상
뺑소니사고,2021071700100603,2021년 7월 17일 23시,토요일,부산광역시 동구 초량동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,단일로 - 기타,승용,남,33세,상해없음,보행자,여,21세,경상
뺑소니사고,2021071900100082,2021년 7월 19일 08시,월요일,부산광역시 수영구 남천동,경상사고,0,0,4,0,차대차 - 기타,중앙선침범,건조,맑음,교차로 - 교차로부근,승용,남,29세,상해없음,승용,남,43세,상해없음
뺑소니사고,2021071900100488,2021년 7월 19일 19시,월요일,부산광역시 북구 만덕동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,55세,상해없음,승용,여,53세,경상
뺑소니사고,2021072000100458,2021년 7월 20일 19시,화요일,부산광역시 사상구 덕포동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,62세,상해없음,보행자,여,18세,경상
뺑소니사고,2021072300100076,2021년 7월 23일 08시,금요일,부산광역시 사상구 엄궁동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,화물,남,66세,상해없음,승용,남,26세,경상
뺑소니사고,2021072300100292,2021년 7월 23일 14시,금요일,부산광역시 해운대구 반여동,중상사고,0,1,0,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,교차로 - 교차로부근,승용,남,63세,상해없음,승용,남,34세,중상
뺑소니사고,2021072300100475,2021년 7월 23일 18시,금요일,부산광역시 부산진구 부전동,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,38세,기타불명,보행자,여,33세,경상
뺑소니사고,2021072300100477,2021년 7월 23일 18시,금요일,부산광역시 금정구 장전동,부상신고사고,0,0,0,2,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,38세,상해없음,승용,남,52세,부상신고
뺑소니사고,2021072500100421,2021년 7월 25일 22시,일요일,부산광역시 남구 용호동,경상사고,0,0,3,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,28세,상해없음,승용,남,59세,경상
뺑소니사고,2021072500100422,2021년 7월 25일 22시,일요일,부산광역시 연제구 연산동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,20세,상해없음,보행자,남,40세,경상
뺑소니사고,2021072700100462,2021년 7월 27일 18시,화요일,부산광역시 사상구 덕포동,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,21세,상해없음,보행자,남,23세,경상
뺑소니사고,2.02107E+15,2021년 7월 28일 18시,수요일,부산광역시 연제구 거제동,경상사고,0,0,1,0,차대차 - 측면충돌,중앙선침범,건조,맑음,단일로 - 기타,이륜,남,17세,상해없음,승용,남,68세,경상
뺑소니사고,2021072900100018,2021년 7월 29일 02시,목요일,부산광역시 부산진구 당감동,경상사고,0,0,1,0,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,38세,상해없음,승용,남,67세,경상
뺑소니사고,2021072900100175,2021년 7월 29일 11시,목요일,부산광역시 부산진구 당감동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,51세,상해없음,승용,여,39세,경상
뺑소니사고,2021072900100503,2021년 7월 29일 21시,목요일,부산광역시 강서구 명지동,중상사고,0,2,0,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,35세,상해없음,승용,여,56세,중상
뺑소니사고,2021073000100541,2021년 7월 30일 21시,금요일,부산광역시 부산진구 양정동,중상사고,0,1,0,0,차대차 - 기타,안전거리미확보,건조,맑음,교차로 - 교차로안,이륜,남,21세,상해없음,승합,남,52세,상해없음
뺑소니사고,2021073100100533,2021년 7월 31일 22시,토요일,부산광역시 수영구 남천동,중상사고,0,1,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 교량,승용,남,28세,상해없음,승용,남,67세,경상
